air_temp,dni,ghi,period_end,period
15,0,0,2023-01-01T01:00:00Z,PT60M
15,0,0,2023-01-01T02:00:00Z,PT60M
15,0,0,2023-01-01T03:00:00Z,PT60M
15,0,0,2023-01-01T04:00:00Z,PT60M
14,0,0,2023-01-01T05:00:00Z,PT60M
14,0,0,2023-01-01T06:00:00Z,PT60M
14,0,0,2023-01-01T07:00:00Z,PT60M
13,0,0,2023-01-01T08:00:00Z,PT60M
13,0,11,2023-01-01T09:00:00Z,PT60M
13,0,46,2023-01-01T10:00:00Z,PT60M
13,26,107,2023-01-01T11:00:00Z,PT60M
13,0,103,2023-01-01T12:00:00Z,PT60M
13,0,76,2023-01-01T13:00:00Z,PT60M
13,0,60,2023-01-01T14:00:00Z,PT60M
13,0,25,2023-01-01T15:00:00Z,PT60M
12,0,2,2023-01-01T16:00:00Z,PT60M
12,0,0,2023-01-01T17:00:00Z,PT60M
11,0,0,2023-01-01T18:00:00Z,PT60M
11,0,0,2023-01-01T19:00:00Z,PT60M
11,0,0,2023-01-01T20:00:00Z,PT60M
11,0,0,2023-01-01T21:00:00Z,PT60M
12,0,0,2023-01-01T22:00:00Z,PT60M
13,0,0,2023-01-01T23:00:00Z,PT60M
13,0,0,2023-01-02T00:00:00Z,PT60M
13,0,0,2023-01-02T01:00:00Z,PT60M
13,0,0,2023-01-02T02:00:00Z,PT60M
13,0,0,2023-01-02T03:00:00Z,PT60M
13,0,0,2023-01-02T04:00:00Z,PT60M
12,0,0,2023-01-02T05:00:00Z,PT60M
12,0,0,2023-01-02T06:00:00Z,PT60M
12,0,0,2023-01-02T07:00:00Z,PT60M
11,0,0,2023-01-02T08:00:00Z,PT60M
10,0,8,2023-01-02T09:00:00Z,PT60M
10,0,33,2023-01-02T10:00:00Z,PT60M
10,0,73,2023-01-02T11:00:00Z,PT60M
10,0,60,2023-01-02T12:00:00Z,PT60M
10,0,71,2023-01-02T13:00:00Z,PT60M
10,0,58,2023-01-02T14:00:00Z,PT60M
10,0,43,2023-01-02T15:00:00Z,PT60M
9,0,5,2023-01-02T16:00:00Z,PT60M
9,0,0,2023-01-02T17:00:00Z,PT60M
8,0,0,2023-01-02T18:00:00Z,PT60M
8,0,0,2023-01-02T19:00:00Z,PT60M
8,0,0,2023-01-02T20:00:00Z,PT60M
7,0,0,2023-01-02T21:00:00Z,PT60M
7,0,0,2023-01-02T22:00:00Z,PT60M
6,0,0,2023-01-02T23:00:00Z,PT60M
6,0,0,2023-01-03T00:00:00Z,PT60M
6,0,0,2023-01-03T01:00:00Z,PT60M
5,0,0,2023-01-03T02:00:00Z,PT60M
4,0,0,2023-01-03T03:00:00Z,PT60M
4,0,0,2023-01-03T04:00:00Z,PT60M
4,0,0,2023-01-03T05:00:00Z,PT60M
5,0,0,2023-01-03T06:00:00Z,PT60M
5,0,0,2023-01-03T07:00:00Z,PT60M
6,0,1,2023-01-03T08:00:00Z,PT60M
7,31,39,2023-01-03T09:00:00Z,PT60M
8,0,36,2023-01-03T10:00:00Z,PT60M
8,16,116,2023-01-03T11:00:00Z,PT60M
9,0,107,2023-01-03T12:00:00Z,PT60M
9,320,192,2023-01-03T13:00:00Z,PT60M
9,514,171,2023-01-03T14:00:00Z,PT60M
9,233,82,2023-01-03T15:00:00Z,PT60M
8,18,11,2023-01-03T16:00:00Z,PT60M
8,0,0,2023-01-03T17:00:00Z,PT60M
8,0,0,2023-01-03T18:00:00Z,PT60M
8,0,0,2023-01-03T19:00:00Z,PT60M
8,0,0,2023-01-03T20:00:00Z,PT60M
8,0,0,2023-01-03T21:00:00Z,PT60M
8,0,0,2023-01-03T22:00:00Z,PT60M
9,0,0,2023-01-03T23:00:00Z,PT60M
9,0,0,2023-01-04T00:00:00Z,PT60M
9,0,0,2023-01-04T01:00:00Z,PT60M
9,0,0,2023-01-04T02:00:00Z,PT60M
9,0,0,2023-01-04T03:00:00Z,PT60M
9,0,0,2023-01-04T04:00:00Z,PT60M
10,0,0,2023-01-04T05:00:00Z,PT60M
10,0,0,2023-01-04T06:00:00Z,PT60M
10,0,0,2023-01-04T07:00:00Z,PT60M
11,0,0,2023-01-04T08:00:00Z,PT60M
11,0,13,2023-01-04T09:00:00Z,PT60M
11,0,19,2023-01-04T10:00:00Z,PT60M
11,0,44,2023-01-04T11:00:00Z,PT60M
12,0,58,2023-01-04T12:00:00Z,PT60M
12,0,55,2023-01-04T13:00:00Z,PT60M
12,0,54,2023-01-04T14:00:00Z,PT60M
12,0,32,2023-01-04T15:00:00Z,PT60M
12,4,5,2023-01-04T16:00:00Z,PT60M
12,0,0,2023-01-04T17:00:00Z,PT60M
12,0,0,2023-01-04T18:00:00Z,PT60M
12,0,0,2023-01-04T19:00:00Z,PT60M
12,0,0,2023-01-04T20:00:00Z,PT60M
12,0,0,2023-01-04T21:00:00Z,PT60M
11,0,0,2023-01-04T22:00:00Z,PT60M
11,0,0,2023-01-04T23:00:00Z,PT60M
11,0,0,2023-01-05T00:00:00Z,PT60M
11,0,0,2023-01-05T01:00:00Z,PT60M
11,0,0,2023-01-05T02:00:00Z,PT60M
11,0,0,2023-01-05T03:00:00Z,PT60M
11,0,0,2023-01-05T04:00:00Z,PT60M
11,0,0,2023-01-05T05:00:00Z,PT60M
11,0,0,2023-01-05T06:00:00Z,PT60M
10,0,0,2023-01-05T07:00:00Z,PT60M
10,0,0,2023-01-05T08:00:00Z,PT60M
10,0,16,2023-01-05T09:00:00Z,PT60M
10,15,67,2023-01-05T10:00:00Z,PT60M
11,111,148,2023-01-05T11:00:00Z,PT60M
11,0,145,2023-01-05T12:00:00Z,PT60M
11,7,143,2023-01-05T13:00:00Z,PT60M
11,191,141,2023-01-05T14:00:00Z,PT60M
11,0,31,2023-01-05T15:00:00Z,PT60M
11,0,5,2023-01-05T16:00:00Z,PT60M
11,0,0,2023-01-05T17:00:00Z,PT60M
11,0,0,2023-01-05T18:00:00Z,PT60M
11,0,0,2023-01-05T19:00:00Z,PT60M
11,0,0,2023-01-05T20:00:00Z,PT60M
11,0,0,2023-01-05T21:00:00Z,PT60M
11,0,0,2023-01-05T22:00:00Z,PT60M
11,0,0,2023-01-05T23:00:00Z,PT60M
10,0,0,2023-01-06T00:00:00Z,PT60M
10,0,0,2023-01-06T01:00:00Z,PT60M
10,0,0,2023-01-06T02:00:00Z,PT60M
10,0,0,2023-01-06T03:00:00Z,PT60M
10,0,0,2023-01-06T04:00:00Z,PT60M
10,0,0,2023-01-06T05:00:00Z,PT60M
10,0,0,2023-01-06T06:00:00Z,PT60M
10,0,0,2023-01-06T07:00:00Z,PT60M
10,0,0,2023-01-06T08:00:00Z,PT60M
10,0,9,2023-01-06T09:00:00Z,PT60M
10,0,21,2023-01-06T10:00:00Z,PT60M
10,0,51,2023-01-06T11:00:00Z,PT60M
11,0,84,2023-01-06T12:00:00Z,PT60M
11,0,91,2023-01-06T13:00:00Z,PT60M
11,0,55,2023-01-06T14:00:00Z,PT60M
11,50,45,2023-01-06T15:00:00Z,PT60M
11,0,10,2023-01-06T16:00:00Z,PT60M
11,0,0,2023-01-06T17:00:00Z,PT60M
11,0,0,2023-01-06T18:00:00Z,PT60M
11,0,0,2023-01-06T19:00:00Z,PT60M
11,0,0,2023-01-06T20:00:00Z,PT60M
11,0,0,2023-01-06T21:00:00Z,PT60M
11,0,0,2023-01-06T22:00:00Z,PT60M
11,0,0,2023-01-06T23:00:00Z,PT60M
11,0,0,2023-01-07T00:00:00Z,PT60M
11,0,0,2023-01-07T01:00:00Z,PT60M
11,0,0,2023-01-07T02:00:00Z,PT60M
10,0,0,2023-01-07T03:00:00Z,PT60M
10,0,0,2023-01-07T04:00:00Z,PT60M
10,0,0,2023-01-07T05:00:00Z,PT60M
10,0,0,2023-01-07T06:00:00Z,PT60M
10,0,0,2023-01-07T07:00:00Z,PT60M
10,0,0,2023-01-07T08:00:00Z,PT60M
10,17,37,2023-01-07T09:00:00Z,PT60M
10,401,141,2023-01-07T10:00:00Z,PT60M
11,531,210,2023-01-07T11:00:00Z,PT60M
11,415,225,2023-01-07T12:00:00Z,PT60M
11,436,219,2023-01-07T13:00:00Z,PT60M
11,579,189,2023-01-07T14:00:00Z,PT60M
11,154,74,2023-01-07T15:00:00Z,PT60M
11,0,5,2023-01-07T16:00:00Z,PT60M
10,0,0,2023-01-07T17:00:00Z,PT60M
10,0,0,2023-01-07T18:00:00Z,PT60M
10,0,0,2023-01-07T19:00:00Z,PT60M
10,0,0,2023-01-07T20:00:00Z,PT60M
10,0,0,2023-01-07T21:00:00Z,PT60M
10,0,0,2023-01-07T22:00:00Z,PT60M
10,0,0,2023-01-07T23:00:00Z,PT60M
10,0,0,2023-01-08T00:00:00Z,PT60M
10,0,0,2023-01-08T01:00:00Z,PT60M
10,0,0,2023-01-08T02:00:00Z,PT60M
10,0,0,2023-01-08T03:00:00Z,PT60M
9,0,0,2023-01-08T04:00:00Z,PT60M
9,0,0,2023-01-08T05:00:00Z,PT60M
8,0,0,2023-01-08T06:00:00Z,PT60M
8,0,0,2023-01-08T07:00:00Z,PT60M
7,0,0,2023-01-08T08:00:00Z,PT60M
8,0,21,2023-01-08T09:00:00Z,PT60M
8,0,18,2023-01-08T10:00:00Z,PT60M
9,307,155,2023-01-08T11:00:00Z,PT60M
9,651,254,2023-01-08T12:00:00Z,PT60M
9,554,234,2023-01-08T13:00:00Z,PT60M
10,552,188,2023-01-08T14:00:00Z,PT60M
10,233,89,2023-01-08T15:00:00Z,PT60M
9,67,18,2023-01-08T16:00:00Z,PT60M
9,0,0,2023-01-08T17:00:00Z,PT60M
9,0,0,2023-01-08T18:00:00Z,PT60M
9,0,0,2023-01-08T19:00:00Z,PT60M
8,0,0,2023-01-08T20:00:00Z,PT60M
8,0,0,2023-01-08T21:00:00Z,PT60M
8,0,0,2023-01-08T22:00:00Z,PT60M
8,0,0,2023-01-08T23:00:00Z,PT60M
7,0,0,2023-01-09T00:00:00Z,PT60M
7,0,0,2023-01-09T01:00:00Z,PT60M
6,0,0,2023-01-09T02:00:00Z,PT60M
6,0,0,2023-01-09T03:00:00Z,PT60M
6,0,0,2023-01-09T04:00:00Z,PT60M
6,0,0,2023-01-09T05:00:00Z,PT60M
7,0,0,2023-01-09T06:00:00Z,PT60M
7,0,0,2023-01-09T07:00:00Z,PT60M
7,0,0,2023-01-09T08:00:00Z,PT60M
7,0,5,2023-01-09T09:00:00Z,PT60M
7,0,18,2023-01-09T10:00:00Z,PT60M
7,0,83,2023-01-09T11:00:00Z,PT60M
7,119,180,2023-01-09T12:00:00Z,PT60M
7,32,134,2023-01-09T13:00:00Z,PT60M
7,1,52,2023-01-09T14:00:00Z,PT60M
7,171,60,2023-01-09T15:00:00Z,PT60M
7,0,10,2023-01-09T16:00:00Z,PT60M
7,0,0,2023-01-09T17:00:00Z,PT60M
6,0,0,2023-01-09T18:00:00Z,PT60M
6,0,0,2023-01-09T19:00:00Z,PT60M
6,0,0,2023-01-09T20:00:00Z,PT60M
6,0,0,2023-01-09T21:00:00Z,PT60M
5,0,0,2023-01-09T22:00:00Z,PT60M
5,0,0,2023-01-09T23:00:00Z,PT60M
5,0,0,2023-01-10T00:00:00Z,PT60M
5,0,0,2023-01-10T01:00:00Z,PT60M
5,0,0,2023-01-10T02:00:00Z,PT60M
4,0,0,2023-01-10T03:00:00Z,PT60M
4,0,0,2023-01-10T04:00:00Z,PT60M
4,0,0,2023-01-10T05:00:00Z,PT60M
4,0,0,2023-01-10T06:00:00Z,PT60M
4,0,0,2023-01-10T07:00:00Z,PT60M
4,2,2,2023-01-10T08:00:00Z,PT60M
4,3,28,2023-01-10T09:00:00Z,PT60M
5,33,91,2023-01-10T10:00:00Z,PT60M
6,0,127,2023-01-10T11:00:00Z,PT60M
6,0,116,2023-01-10T12:00:00Z,PT60M
7,0,92,2023-01-10T13:00:00Z,PT60M
7,0,59,2023-01-10T14:00:00Z,PT60M
6,0,39,2023-01-10T15:00:00Z,PT60M
6,0,6,2023-01-10T16:00:00Z,PT60M
6,0,0,2023-01-10T17:00:00Z,PT60M
7,0,0,2023-01-10T18:00:00Z,PT60M
7,0,0,2023-01-10T19:00:00Z,PT60M
7,0,0,2023-01-10T20:00:00Z,PT60M
8,0,0,2023-01-10T21:00:00Z,PT60M
9,0,0,2023-01-10T22:00:00Z,PT60M
9,0,0,2023-01-10T23:00:00Z,PT60M
10,0,0,2023-01-11T00:00:00Z,PT60M
10,0,0,2023-01-11T01:00:00Z,PT60M
11,0,0,2023-01-11T02:00:00Z,PT60M
11,0,0,2023-01-11T03:00:00Z,PT60M
11,0,0,2023-01-11T04:00:00Z,PT60M
11,0,0,2023-01-11T05:00:00Z,PT60M
11,0,0,2023-01-11T06:00:00Z,PT60M
11,0,0,2023-01-11T07:00:00Z,PT60M
10,0,0,2023-01-11T08:00:00Z,PT60M
10,0,11,2023-01-11T09:00:00Z,PT60M
10,19,84,2023-01-11T10:00:00Z,PT60M
10,446,206,2023-01-11T11:00:00Z,PT60M
10,631,259,2023-01-11T12:00:00Z,PT60M
10,284,199,2023-01-11T13:00:00Z,PT60M
10,259,161,2023-01-11T14:00:00Z,PT60M
10,36,53,2023-01-11T15:00:00Z,PT60M
10,66,21,2023-01-11T16:00:00Z,PT60M
9,0,0,2023-01-11T17:00:00Z,PT60M
9,0,0,2023-01-11T18:00:00Z,PT60M
9,0,0,2023-01-11T19:00:00Z,PT60M
9,0,0,2023-01-11T20:00:00Z,PT60M
9,0,0,2023-01-11T21:00:00Z,PT60M
9,0,0,2023-01-11T22:00:00Z,PT60M
9,0,0,2023-01-11T23:00:00Z,PT60M
9,0,0,2023-01-12T00:00:00Z,PT60M
9,0,0,2023-01-12T01:00:00Z,PT60M
9,0,0,2023-01-12T02:00:00Z,PT60M
9,0,0,2023-01-12T03:00:00Z,PT60M
9,0,0,2023-01-12T04:00:00Z,PT60M
9,0,0,2023-01-12T05:00:00Z,PT60M
9,0,0,2023-01-12T06:00:00Z,PT60M
9,0,0,2023-01-12T07:00:00Z,PT60M
9,0,0,2023-01-12T08:00:00Z,PT60M
9,0,6,2023-01-12T09:00:00Z,PT60M
10,0,35,2023-01-12T10:00:00Z,PT60M
10,0,32,2023-01-12T11:00:00Z,PT60M
10,0,49,2023-01-12T12:00:00Z,PT60M
10,0,50,2023-01-12T13:00:00Z,PT60M
10,0,53,2023-01-12T14:00:00Z,PT60M
10,0,40,2023-01-12T15:00:00Z,PT60M
10,0,6,2023-01-12T16:00:00Z,PT60M
10,0,0,2023-01-12T17:00:00Z,PT60M
10,0,0,2023-01-12T18:00:00Z,PT60M
10,0,0,2023-01-12T19:00:00Z,PT60M
10,0,0,2023-01-12T20:00:00Z,PT60M
10,0,0,2023-01-12T21:00:00Z,PT60M
10,0,0,2023-01-12T22:00:00Z,PT60M
10,0,0,2023-01-12T23:00:00Z,PT60M
10,0,0,2023-01-13T00:00:00Z,PT60M
10,0,0,2023-01-13T01:00:00Z,PT60M
9,0,0,2023-01-13T02:00:00Z,PT60M
8,0,0,2023-01-13T03:00:00Z,PT60M
8,0,0,2023-01-13T04:00:00Z,PT60M
8,0,0,2023-01-13T05:00:00Z,PT60M
8,0,0,2023-01-13T06:00:00Z,PT60M
8,0,0,2023-01-13T07:00:00Z,PT60M
8,0,1,2023-01-13T08:00:00Z,PT60M
8,102,49,2023-01-13T09:00:00Z,PT60M
8,219,124,2023-01-13T10:00:00Z,PT60M
9,0,66,2023-01-13T11:00:00Z,PT60M
9,0,47,2023-01-13T12:00:00Z,PT60M
9,0,85,2023-01-13T13:00:00Z,PT60M
9,0,79,2023-01-13T14:00:00Z,PT60M
9,0,24,2023-01-13T15:00:00Z,PT60M
9,0,6,2023-01-13T16:00:00Z,PT60M
9,0,0,2023-01-13T17:00:00Z,PT60M
8,0,0,2023-01-13T18:00:00Z,PT60M
8,0,0,2023-01-13T19:00:00Z,PT60M
8,0,0,2023-01-13T20:00:00Z,PT60M
8,0,0,2023-01-13T21:00:00Z,PT60M
8,0,0,2023-01-13T22:00:00Z,PT60M
7,0,0,2023-01-13T23:00:00Z,PT60M
7,0,0,2023-01-14T00:00:00Z,PT60M
6,0,0,2023-01-14T01:00:00Z,PT60M
6,0,0,2023-01-14T02:00:00Z,PT60M
6,0,0,2023-01-14T03:00:00Z,PT60M
7,0,0,2023-01-14T04:00:00Z,PT60M
7,0,0,2023-01-14T05:00:00Z,PT60M
7,0,0,2023-01-14T06:00:00Z,PT60M
7,0,0,2023-01-14T07:00:00Z,PT60M
7,0,0,2023-01-14T08:00:00Z,PT60M
8,0,10,2023-01-14T09:00:00Z,PT60M
8,0,25,2023-01-14T10:00:00Z,PT60M
9,0,37,2023-01-14T11:00:00Z,PT60M
9,0,53,2023-01-14T12:00:00Z,PT60M
9,0,57,2023-01-14T13:00:00Z,PT60M
10,0,60,2023-01-14T14:00:00Z,PT60M
10,0,50,2023-01-14T15:00:00Z,PT60M
11,0,9,2023-01-14T16:00:00Z,PT60M
11,0,0,2023-01-14T17:00:00Z,PT60M
11,0,0,2023-01-14T18:00:00Z,PT60M
12,0,0,2023-01-14T19:00:00Z,PT60M
11,0,0,2023-01-14T20:00:00Z,PT60M
11,0,0,2023-01-14T21:00:00Z,PT60M
9,0,0,2023-01-14T22:00:00Z,PT60M
8,0,0,2023-01-14T23:00:00Z,PT60M
7,0,0,2023-01-15T00:00:00Z,PT60M
7,0,0,2023-01-15T01:00:00Z,PT60M
6,0,0,2023-01-15T02:00:00Z,PT60M
6,0,0,2023-01-15T03:00:00Z,PT60M
6,0,0,2023-01-15T04:00:00Z,PT60M
6,0,0,2023-01-15T05:00:00Z,PT60M
6,0,0,2023-01-15T06:00:00Z,PT60M
6,0,0,2023-01-15T07:00:00Z,PT60M
5,0,0,2023-01-15T08:00:00Z,PT60M
5,67,36,2023-01-15T09:00:00Z,PT60M
5,419,154,2023-01-15T10:00:00Z,PT60M
6,41,143,2023-01-15T11:00:00Z,PT60M
6,268,215,2023-01-15T12:00:00Z,PT60M
7,114,169,2023-01-15T13:00:00Z,PT60M
7,54,88,2023-01-15T14:00:00Z,PT60M
6,6,61,2023-01-15T15:00:00Z,PT60M
6,0,12,2023-01-15T16:00:00Z,PT60M
6,0,0,2023-01-15T17:00:00Z,PT60M
6,0,0,2023-01-15T18:00:00Z,PT60M
6,0,0,2023-01-15T19:00:00Z,PT60M
6,0,0,2023-01-15T20:00:00Z,PT60M
5,0,0,2023-01-15T21:00:00Z,PT60M
5,0,0,2023-01-15T22:00:00Z,PT60M
5,0,0,2023-01-15T23:00:00Z,PT60M
5,0,0,2023-01-16T00:00:00Z,PT60M
5,0,0,2023-01-16T01:00:00Z,PT60M
5,0,0,2023-01-16T02:00:00Z,PT60M
5,0,0,2023-01-16T03:00:00Z,PT60M
5,0,0,2023-01-16T04:00:00Z,PT60M
5,0,0,2023-01-16T05:00:00Z,PT60M
5,0,0,2023-01-16T06:00:00Z,PT60M
5,0,0,2023-01-16T07:00:00Z,PT60M
5,0,0,2023-01-16T08:00:00Z,PT60M
5,0,13,2023-01-16T09:00:00Z,PT60M
5,148,123,2023-01-16T10:00:00Z,PT60M
6,128,166,2023-01-16T11:00:00Z,PT60M
6,105,179,2023-01-16T12:00:00Z,PT60M
5,65,158,2023-01-16T13:00:00Z,PT60M
5,202,159,2023-01-16T14:00:00Z,PT60M
5,23,64,2023-01-16T15:00:00Z,PT60M
5,0,14,2023-01-16T16:00:00Z,PT60M
5,0,0,2023-01-16T17:00:00Z,PT60M
4,0,0,2023-01-16T18:00:00Z,PT60M
4,0,0,2023-01-16T19:00:00Z,PT60M
4,0,0,2023-01-16T20:00:00Z,PT60M
4,0,0,2023-01-16T21:00:00Z,PT60M
3,0,0,2023-01-16T22:00:00Z,PT60M
3,0,0,2023-01-16T23:00:00Z,PT60M
3,0,0,2023-01-17T00:00:00Z,PT60M
2,0,0,2023-01-17T01:00:00Z,PT60M
2,0,0,2023-01-17T02:00:00Z,PT60M
1,0,0,2023-01-17T03:00:00Z,PT60M
1,0,0,2023-01-17T04:00:00Z,PT60M
1,0,0,2023-01-17T05:00:00Z,PT60M
0,0,0,2023-01-17T06:00:00Z,PT60M
-0,0,0,2023-01-17T07:00:00Z,PT60M
-1,5,3,2023-01-17T08:00:00Z,PT60M
-1,339,74,2023-01-17T09:00:00Z,PT60M
1,623,180,2023-01-17T10:00:00Z,PT60M
2,737,261,2023-01-17T11:00:00Z,PT60M
3,775,298,2023-01-17T12:00:00Z,PT60M
3,769,289,2023-01-17T13:00:00Z,PT60M
3,719,234,2023-01-17T14:00:00Z,PT60M
3,608,143,2023-01-17T15:00:00Z,PT60M
2,226,38,2023-01-17T16:00:00Z,PT60M
1,0,0,2023-01-17T17:00:00Z,PT60M
-1,0,0,2023-01-17T18:00:00Z,PT60M
-2,0,0,2023-01-17T19:00:00Z,PT60M
-2,0,0,2023-01-17T20:00:00Z,PT60M
-2,0,0,2023-01-17T21:00:00Z,PT60M
-1,0,0,2023-01-17T22:00:00Z,PT60M
-2,0,0,2023-01-17T23:00:00Z,PT60M
-2,0,0,2023-01-18T00:00:00Z,PT60M
-2,0,0,2023-01-18T01:00:00Z,PT60M
-3,0,0,2023-01-18T02:00:00Z,PT60M
-3,0,0,2023-01-18T03:00:00Z,PT60M
-3,0,0,2023-01-18T04:00:00Z,PT60M
-3,0,0,2023-01-18T05:00:00Z,PT60M
-3,0,0,2023-01-18T06:00:00Z,PT60M
-3,0,0,2023-01-18T07:00:00Z,PT60M
-2,0,1,2023-01-18T08:00:00Z,PT60M
-2,13,38,2023-01-18T09:00:00Z,PT60M
-1,578,179,2023-01-18T10:00:00Z,PT60M
1,756,266,2023-01-18T11:00:00Z,PT60M
2,806,305,2023-01-18T12:00:00Z,PT60M
3,805,297,2023-01-18T13:00:00Z,PT60M
3,768,243,2023-01-18T14:00:00Z,PT60M
3,644,149,2023-01-18T15:00:00Z,PT60M
3,246,40,2023-01-18T16:00:00Z,PT60M
2,0,0,2023-01-18T17:00:00Z,PT60M
1,0,0,2023-01-18T18:00:00Z,PT60M
1,0,0,2023-01-18T19:00:00Z,PT60M
1,0,0,2023-01-18T20:00:00Z,PT60M
1,0,0,2023-01-18T21:00:00Z,PT60M
1,0,0,2023-01-18T22:00:00Z,PT60M
1,0,0,2023-01-18T23:00:00Z,PT60M
1,0,0,2023-01-19T00:00:00Z,PT60M
1,0,0,2023-01-19T01:00:00Z,PT60M
1,0,0,2023-01-19T02:00:00Z,PT60M
0,0,0,2023-01-19T03:00:00Z,PT60M
0,0,0,2023-01-19T04:00:00Z,PT60M
0,0,0,2023-01-19T05:00:00Z,PT60M
0,0,0,2023-01-19T06:00:00Z,PT60M
0,0,0,2023-01-19T07:00:00Z,PT60M
1,0,2,2023-01-19T08:00:00Z,PT60M
1,29,49,2023-01-19T09:00:00Z,PT60M
1,193,140,2023-01-19T10:00:00Z,PT60M
1,0,146,2023-01-19T11:00:00Z,PT60M
2,0,161,2023-01-19T12:00:00Z,PT60M
2,0,154,2023-01-19T13:00:00Z,PT60M
3,0,135,2023-01-19T14:00:00Z,PT60M
3,0,66,2023-01-19T15:00:00Z,PT60M
2,0,23,2023-01-19T16:00:00Z,PT60M
1,0,0,2023-01-19T17:00:00Z,PT60M
1,0,0,2023-01-19T18:00:00Z,PT60M
1,0,0,2023-01-19T19:00:00Z,PT60M
0,0,0,2023-01-19T20:00:00Z,PT60M
-0,0,0,2023-01-19T21:00:00Z,PT60M
-0,0,0,2023-01-19T22:00:00Z,PT60M
-0,0,0,2023-01-19T23:00:00Z,PT60M
-0,0,0,2023-01-20T00:00:00Z,PT60M
-0,0,0,2023-01-20T01:00:00Z,PT60M
-0,0,0,2023-01-20T02:00:00Z,PT60M
-0,0,0,2023-01-20T03:00:00Z,PT60M
-0,0,0,2023-01-20T04:00:00Z,PT60M
-0,0,0,2023-01-20T05:00:00Z,PT60M
-0,0,0,2023-01-20T06:00:00Z,PT60M
-0,0,0,2023-01-20T07:00:00Z,PT60M
-0,0,1,2023-01-20T08:00:00Z,PT60M
-0,0,6,2023-01-20T09:00:00Z,PT60M
-0,0,20,2023-01-20T10:00:00Z,PT60M
-0,0,25,2023-01-20T11:00:00Z,PT60M
0,0,55,2023-01-20T12:00:00Z,PT60M
1,0,67,2023-01-20T13:00:00Z,PT60M
1,0,80,2023-01-20T14:00:00Z,PT60M
2,0,29,2023-01-20T15:00:00Z,PT60M
2,0,12,2023-01-20T16:00:00Z,PT60M
2,0,0,2023-01-20T17:00:00Z,PT60M
1,0,0,2023-01-20T18:00:00Z,PT60M
1,0,0,2023-01-20T19:00:00Z,PT60M
1,0,0,2023-01-20T20:00:00Z,PT60M
0,0,0,2023-01-20T21:00:00Z,PT60M
-1,0,0,2023-01-20T22:00:00Z,PT60M
-1,0,0,2023-01-20T23:00:00Z,PT60M
-2,0,0,2023-01-21T00:00:00Z,PT60M
-2,0,0,2023-01-21T01:00:00Z,PT60M
-2,0,0,2023-01-21T02:00:00Z,PT60M
-3,0,0,2023-01-21T03:00:00Z,PT60M
-3,0,0,2023-01-21T04:00:00Z,PT60M
-3,0,0,2023-01-21T05:00:00Z,PT60M
-4,0,0,2023-01-21T06:00:00Z,PT60M
-4,0,0,2023-01-21T07:00:00Z,PT60M
-4,14,5,2023-01-21T08:00:00Z,PT60M
-4,180,69,2023-01-21T09:00:00Z,PT60M
-3,90,135,2023-01-21T10:00:00Z,PT60M
-2,2,153,2023-01-21T11:00:00Z,PT60M
-1,0,151,2023-01-21T12:00:00Z,PT60M
-0,0,136,2023-01-21T13:00:00Z,PT60M
-0,0,108,2023-01-21T14:00:00Z,PT60M
-0,0,69,2023-01-21T15:00:00Z,PT60M
-0,0,20,2023-01-21T16:00:00Z,PT60M
-0,0,0,2023-01-21T17:00:00Z,PT60M
-0,0,0,2023-01-21T18:00:00Z,PT60M
-1,0,0,2023-01-21T19:00:00Z,PT60M
-1,0,0,2023-01-21T20:00:00Z,PT60M
-1,0,0,2023-01-21T21:00:00Z,PT60M
-1,0,0,2023-01-21T22:00:00Z,PT60M
-1,0,0,2023-01-21T23:00:00Z,PT60M
-1,0,0,2023-01-22T00:00:00Z,PT60M
-1,0,0,2023-01-22T01:00:00Z,PT60M
-1,0,0,2023-01-22T02:00:00Z,PT60M
-1,0,0,2023-01-22T03:00:00Z,PT60M
-1,0,0,2023-01-22T04:00:00Z,PT60M
-1,0,0,2023-01-22T05:00:00Z,PT60M
-1,0,0,2023-01-22T06:00:00Z,PT60M
-1,0,0,2023-01-22T07:00:00Z,PT60M
-1,0,2,2023-01-22T08:00:00Z,PT60M
-1,0,10,2023-01-22T09:00:00Z,PT60M
-1,0,38,2023-01-22T10:00:00Z,PT60M
-0,0,36,2023-01-22T11:00:00Z,PT60M
-0,0,37,2023-01-22T12:00:00Z,PT60M
-0,0,43,2023-01-22T13:00:00Z,PT60M
-0,0,42,2023-01-22T14:00:00Z,PT60M
0,0,38,2023-01-22T15:00:00Z,PT60M
0,0,20,2023-01-22T16:00:00Z,PT60M
0,0,0,2023-01-22T17:00:00Z,PT60M
0,0,0,2023-01-22T18:00:00Z,PT60M
0,0,0,2023-01-22T19:00:00Z,PT60M
0,0,0,2023-01-22T20:00:00Z,PT60M
1,0,0,2023-01-22T21:00:00Z,PT60M
1,0,0,2023-01-22T22:00:00Z,PT60M
0,0,0,2023-01-22T23:00:00Z,PT60M
1,0,0,2023-01-23T00:00:00Z,PT60M
1,0,0,2023-01-23T01:00:00Z,PT60M
1,0,0,2023-01-23T02:00:00Z,PT60M
1,0,0,2023-01-23T03:00:00Z,PT60M
1,0,0,2023-01-23T04:00:00Z,PT60M
1,0,0,2023-01-23T05:00:00Z,PT60M
1,0,0,2023-01-23T06:00:00Z,PT60M
